CINUM,TIPO_EQUIPO,DESCRIPTION,CLASSSTRUCTUREID,DESCRIPTIONCLASSTRUCTUREID,CILOCATION,Direeción,JERARQUIA,STATUS,SIT_LOCATION,SIT_DESCRIPTION,OPERACION,PERSONGROUP,DIRECCION_IP,NOMBRE_OSS,DIRECCION_IP - NOMBRE_OSS,ZONA_OPERACIONES,ZONA_COMERCIAL,DEPTO_LOCATION,DEPTO_DESCRIPTION,MUN_LOCATION,MUN_DESCRIPTION,LOC_LOCATION,LOC_DESCRIPTION,BASERVICIO,DXSERVICIO,LINEAS_SERV,CIRCUITOS_SER,E1_SER,IPTV_SERVICIO,FABRICANTE,TIPO_SERVICIO,RED,PROVEEDOR_RED_PR,COMUNA_PR,POLIGONO_PR,REGION_PR,ZONA_OPERATIVA_PR,MES Clousing,MES,Año,Fecha Ope,Ing PE,Latitud,Longitud,Sala,Fila,Rack,Olt Corto,Fecha Cosecha,NUEVA ZONA ONNET,ZONA Secuoya,ZONA Dane,SIT_LOCATION2
OLT_FTTH_S17228_08,OLT_FTTH,ISAM7360 OH_BOGALPRSH_I_7360_51000_PROGRESO_8 / OLT_FTTH / OLT_FTTH_S17228_08,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17228,KR 23  #  2B - 02,P_1,OPERATING,S17228,51000_PROGRESO,COLTEL,O_CAMBO,10.37.53.134,OH_BOGALPRSH_I_7360_51000_Progreso_8,10.37.53.134 - OH_BOGALPRSH_I_7360_51000_Progreso_8,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","11,00",",00","11,00",",00",",00","1,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 3,BOGOTA 3,BOGOTA SUR,BOGOTA,Agosto,ago-22,2022,,Joan Manuel Mendoza zAlvare,4.83,-74.26028,Transmisión,G,3,OH_BOGALPRSH_I_7360,2022-07-01T00:00:00,BOGOTA SUR,BOGOTA,Zona1,S20097
OLT_FTTH_S17228_09,OLT_FTTH,ISAM7360 OH_BOGALPRSI_I_7360_51000_PROGRESO_9 / OLT_FTTH / OLT_FTTH_S17228_09,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17228,KR 23  #  2B - 02,P_1,OPERATING,S17228,51000_PROGRESO,COLTEL,O_CAMBO,10.37.53.206,OH_BOGALPRSI_I_7360_51000_Progreso_9,10.37.53.206 - OH_BOGALPRSI_I_7360_51000_Progreso_9,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","17,00",",00","17,00",",00",",00","6,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 3,BOGOTA 3,BOGOTA SUR,BOGOTA,Septiembre,2026-09-22T00:00:00,2022,,Joan Manuel Mendoza zAlvare,4.83,-74.26028,Transmisión,G,3,OH_BOGALPRSI_I_7360,2022-08-01T00:00:00,BOGOTA SUR,BOGOTA,Zona1,S20097
OLT_FTTH_S17228_10,OLT_FTTH,ISAM7360 OH_BOGALPRSJ_I_7360_51000_PROGRESO_10 / OLT_FTTH / OLT_FTTH_S17228_10,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17228,KR 23  #  2B - 02,P_1,OPERATING,S17228,51000_PROGRESO,COLTEL,O_CAMBO,10.37.55.22,OH_BOGALPRSJ_I_7360_51000_Progreso_10,10.37.55.22 - OH_BOGALPRSJ_I_7360_51000_Progreso_10,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.",2,0,2,0,0,1,NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 3,BOGOTA 3,BOGOTA SUR,BOGOTA,Mayo,2026-05-24T00:00:00,2024,,Joan Manuel Mendoza zAlvare,4.83,-74.26028,,,,OH_BOGALPRSJ_I_7360,2024-04-01T00:00:00,BOGOTA SUR,BOGOTA,Zona1,S20097
OLT_FTTH_S13168_02,OLT_FTTH,ISAM7360 OH_BOGALVRIB_I_7360_23000_VILLAMARIA_2 / OLT_FTTH / OLT_FTTH_S13168_02,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S13168,KR 107 # 137-30 Villamaria,P_2,OPERATING,S13168,23000_VILLAMARIA,COLTEL,O_CAMBO,10.37.50.178,OH_BOGALVRIB_I_7360_23000_VillaMaria_2,10.37.50.178 - OH_BOGALVRIB_I_7360_23000_VillaMaria_2,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","3.171,00",",00","4.573,00",",00",",00","3.540,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 1,BOGOTA 1,BOGOTA NORTE,BOGOTA,Enero,ene-22,2022,,Victor Alfonso Meneses Bayona,4.74106,-74.1,Transmisión,3,9B,OH_BOGALVRIB_I_7360,2022-01-01T00:00:00,BOGOTA NORTE,BOGOTA,Zona1,S22626
OLT_FTTH_S13168_03,OLT_FTTH,ISAM7360 OH_BOGALVRIC_I_7360_23000_VILLAMARIA_3 / OLT_FTTH / OLT_FTTH_S13168_03,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S13168,KR 107 # 137-30 Villamaria,P_2,OPERATING,S13168,23000_VILLAMARIA,COLTEL,O_CAMBO,10.37.50.182,OH_BOGALVRIC_I_7360_23000_VillaMaria_3,10.37.50.182 - OH_BOGALVRIC_I_7360_23000_VillaMaria_3,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","4.604,00",",00","1.413,00",",00",",00","1.099,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 1,BOGOTA 1,BOGOTA NORTE,BOGOTA,Enero,ene-22,2022,,Victor Alfonso Meneses Bayona,4.74106,-74.1,Transmisión,3,9B,OH_BOGALVRIC_I_7360,2022-01-01T00:00:00,BOGOTA NORTE,BOGOTA,Zona1,S17245
OLT_FTTH_S13168_07,OLT_FTTH,ISAM7360 OH_BOGALVRIG_I_7360_VILLAMARIA_23000_7 / OLT_FTTH / OLT_FTTH_S13168_07,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S13168,KR 107 # 137-30 Villamaria,P_2,OPERATING,S13168,23000_VILLAMARIA,COLTEL,O_CAMBO,10.37.53.74,OH_BOGALVRIG_I_7360_VillaMaria_23000_7,10.37.53.74 - OH_BOGALVRIG_I_7360_VillaMaria_23000_7,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","17,00",",00","17,00",",00",",00","6,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 1,BOGOTA 1,BOGOTA NORTE,BOGOTA,Julio,2026-07-22T00:00:00,2022,,Victor Alfonso Meneses Bayona,4.74106,-74.1,Transmisión,3,9A,OH_BOGALVRIG_I_7360,2022-06-01T00:00:00,BOGOTA NORTE,BOGOTA,Zona1,S17245
OLT_FTTH_S13168_08,OLT_FTTH,ISAM7360 OH_BOGALVRIH_I_7360_VILLAMARIA_23000_8 / OLT_FTTH / OLT_FTTH_S13168_08,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S13168,KR 107 # 137-30 Villamaria,P_2,OPERATING,S13168,23000_VILLAMARIA,COLTEL,O_CAMBO,10.37.53.130,OH_BOGALVRIH_I_7360_VillaMaria_23000_8,10.37.53.130 - OH_BOGALVRIH_I_7360_VillaMaria_23000_8,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","38,00",",00","38,00",",00",",00",",00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 1,BOGOTA 1,BOGOTA NORTE,BOGOTA,Septiembre,2026-09-22T00:00:00,2022,,Victor Alfonso Meneses Bayona,4.74106,-74.1,Transmisión,3,9A,OH_BOGALVRIH_I_7360,2022-08-01T00:00:00,BOGOTA NORTE,BOGOTA,Zona1,S17228
OLT_FTTH_S13168_09,OLT_FTTH,ISAM7360 OH_BOGALVRII_I_7360_VILLAMARIA_23000_9 / OLT_FTTH / OLT_FTTH_S13168_09,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S13168,KR 107 # 137-30 Villamaria,P_2,OPERATING,S13168,23000_VILLAMARIA,COLTEL,O_CAMBO,10.37.53.254,OH_BOGALVRII_I_7360_VillaMaria_23000_9,10.37.53.254 - OH_BOGALVRII_I_7360_VillaMaria_23000_9,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","54,00",",00","54,00",",00",",00","23,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 1,BOGOTA 1,BOGOTA NORTE,BOGOTA,Noviembre,2026-11-22T00:00:00,2022,,Victor Alfonso Meneses Bayona,4.74106,-74.1,Transmision,3,13B,OH_BOGALVRII_I_7360,2022-10-01T00:00:00,BOGOTA NORTE,BOGOTA,Zona1,S13168
OLT_FTTH_S13168_10,OLT_FTTH,ISAM7360 OH_BOGALVRIJ_I_7360_VILLAMARIA_23000_10 / OLT_FTTH / OLT_FTTH_S13168_10,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S13168,KR 107 # 137-30 Villamaria,P_2,OPERATING,S13168,VILLAMARIA SUBA,COLTEL,O_CAMBO,10.37.65.250,OH_BOGALVRIJ_I_7360_VillaMaria_23000_10,10.37.65.250 - OH_BOGALVRIJ_I_7360_VillaMaria_23000_10,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.",1,0,1,0,0,0,NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 1,BOGOTA 1,BOGOTA NORTE,BOGOTA,Noviembre,2026-11-24T00:00:00,2024,,Victor Alfonso Meneses Bayona,4.74106,-74.1,Transmisión,3,12B,OH_BOGALVRIJ_I_7360,2024-10-01T00:00:00,BOGOTA NORTE,BOGOTA,Zona1,S13168
OLT_FTTH_S17244_11,OLT_FTTH,MA5800 OH_BOGHIASAK_I_5800_52000_ASTURIAS_11 / OLT_FTTH / OLT_FTTH_S17244_11,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17244,KR 72 G # 40 - 59 Sur ,P_1,OPERATING,S17244,52000_ASTURIAS,COLTEL,O_CAMBO,10.37.52.54,OH_BOGHIASAK_I_5800_52000_Asturias_11,10.37.52.54 - OH_BOGHIASAK_I_5800_52000_Asturias_11,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","1.137,00",",00","1,00",",00",",00",",00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 3,BOGOTA 3,BOGOTA SUR,BOGOTA,Marzo,2026-03-22T00:00:00,2022,,Joan Manuel Mendoza zAlvare,4.60556,-74.14583,Transmisión,E,6A,OH_BOGHIASAK_I_5800,2022-02-01T00:00:00,BOGOTA SUR,BOGOTA,Zona1,S13168
OLT_FTTH_S17244_12,OLT_FTTH,MA5800 OH_BOGHIASAL_I_5800_52000_ASTURIAS_12 / OLT_FTTH / OLT_FTTH_S17244_12,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17244,KR 72 G # 40 - 59 Sur ,P_1,OPERATING,S17244,52000_ASTURIAS,COLTEL,O_CAMBO,10.37.52.58,OH_BOGHIASAL_I_5800_52000_Asturias_12,10.37.52.58 - OH_BOGHIASAL_I_5800_52000_Asturias_12,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","33,00",",00","33,00",",00",",00","18,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 3,BOGOTA 3,BOGOTA SUR,BOGOTA,Mayo,2026-05-22T00:00:00,2022,,Joan Manuel Mendoza zAlvare,4.60556,-74.14583,Transmisión,E,6A,OH_BOGHIASAL_I_5800,2022-04-01T00:00:00,BOGOTA SUR,BOGOTA,Zona1,S13168
OLT_FTTH_S17213_02,OLT_FTTH,MA5802 OH_BOGHICTRB_I_5800_51261_CENTRO_2 / OLT_FTTH / OLT_FTTH_S17213_02,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17213,KR 13A # 22 - 54 (tercer piso equipos),P_1,OPERATING,S17213,51261_TELECOM_CENTRO,COLTEL,O_CAMBO,10.37.52.94,OH_BOGHICTRB_I_5800_51261_Centro_2,10.37.52.94 - OH_BOGHICTRB_I_5800_51261_Centro_2,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","74,00",",00","74,00",",00",",00","36,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 2,BOGOTA 2,BOGOTA OCCIDENTE,BOGOTA,Mayo,2026-05-22T00:00:00,2022,,Jose Leonardo Orjuela Vasquez,4.610575,-74.074112,Transmisión,O,4A,OH_BOGHICTRB_I_5800,2022-04-01T00:00:00,BOGOTA CENTRO,BOGOTA,Zona1,S17725
OLT_FTTH_S17213_01,OLT_FTTH,MA5800 OH_BOGHICTRO_I_5800_51261_CENTRO_1 / OLT_FTTH / OLT_FTTH_S17213_01,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17213,KR 13A # 22 - 54 (tercer piso equipos),P_1,OPERATING,S17213,51261_TELECOM_CENTRO,COLTEL,O_CAMBO,10.37.52.90,OH_BOGHICTRO_I_5800_51261_Centro_1,10.37.52.90 - OH_BOGHICTRO_I_5800_51261_Centro_1,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","6.002,00",",00","1,00",",00",",00",",00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 2,BOGOTA 2,BOGOTA OCCIDENTE,BOGOTA,Marzo,2026-03-22T00:00:00,2022,,Jose Leonardo Orjuela Vasquez,4.610575,-74.074112,Transmisión,O,4A,OH_BOGHICTRO_I_5800,2022-02-01T00:00:00,BOGOTA CENTRO,BOGOTA,Zona1,S17725
OLT_FTTH_S20097_01,OLT_FTTH,MA5800 OH_BOGHIEOLA_I_5800_23106_LAESPANOLA / OLT_FTTH / OLT_FTTH_S20097_01,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S20097,DG 82B # 76 - 18,P_2,OPERATING,S20097,23106_LA_ESPANOLA,COLTEL,O_CAMBO,10.37.60.18,OH_BOGHIEOLA_I_5800_23106_LaEspanola,10.37.60.18 - OH_BOGHIEOLA_I_5800_23106_LaEspanola,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","6.207,00",",00","5.853,00",",00",",00","3.807,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 1,BOGOTA 1,BOGOTA NORTE,BOGOTA,Enero,ene-22,2022,,Victor Alfonso Meneses Bayona,4.70219,-74.09245,Transmisión,102,4,OH_BOGHIEOLA_I_5800,2022-01-01T00:00:00,BOGOTA NORTE,BOGOTA,Zona1,S17725
OLT_FTTH_S20097_02,OLT_FTTH,MA5800 OH_BOGHIEOLB_I_5800_23106_LAESPANOLA_2 / OLT_FTTH / OLT_FTTH_S20097_02,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S20097,DG 82B # 76 - 18,P_2,OPERATING,S20097,23106_LA_ESPANOLA,COLTEL,O_CAMBO,10.37.60.26,OH_BOGHIEOLB_I_5800_23106_LaEspanola_2,10.37.60.26 - OH_BOGHIEOLB_I_5800_23106_LaEspanola_2,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","3.785,00",",00","4.794,00",",00",",00","3.144,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 1,BOGOTA 1,BOGOTA NORTE,BOGOTA,Enero,ene-22,2022,,Victor Alfonso Meneses Bayona,4.70219,-74.09245,Transmisión,0,4,OH_BOGHIEOLB_I_5800,2022-01-01T00:00:00,BOGOTA NORTE,BOGOTA,Zona1,S17725
OLT_FTTH_S20097_03,OLT_FTTH,MA5800 OH_BOGHIEOLC_I_5800_23106_LAESPANOLA_3 / OLT_FTTH / OLT_FTTH_S20097_03,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S20097,DG 82B # 76 - 18,P_2,OPERATING,S20097,23106_LA_ESPANOLA,COLTEL,O_CAMBO,10.37.60.46,OH_BOGHIEOLC_I_5800_23106_LaEspanola_3,10.37.60.46 - OH_BOGHIEOLC_I_5800_23106_LaEspanola_3,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","2.541,00",",00","1.949,00",",00",",00","1.453,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 1,BOGOTA 1,BOGOTA NORTE,BOGOTA,Enero,ene-22,2022,,Victor Alfonso Meneses Bayona,4.70219,-74.09245,Transmisión,104,1,OH_BOGHIEOLC_I_5800,2022-01-01T00:00:00,BOGOTA NORTE,BOGOTA,Zona1,S17725
OLT_FTTH_S22626_05,OLT_FTTH,MA5800 OH_BOGHIMATE_I_5800_21000_MORATO_5 / OLT_FTTH / OLT_FTTH_S22626_05,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S22626,TRV 60  #  114A - 55,P_1,OPERATING,S22626,21000_MORATO,COLTEL,O_CAMBO,10.37.60.42,OH_BOGHIMATE_I_5800_21000_Morato_5,10.37.60.42 - OH_BOGHIMATE_I_5800_21000_Morato_5,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","5,00",",00","5,00",",00",",00","4,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 1,BOGOTA 1,BOGOTA NORTE,BOGOTA,Mayo,2026-05-22T00:00:00,2022,,Victor Alfonso Meneses Bayona,4.695886,-74.07204,Planta interna Morato,AA,12,OH_BOGHIMATE_I_5800,2022-04-01T00:00:00,BOGOTA NORTE,BOGOTA,Zona1,S17725
OLT_FTTH_S17245_02,OLT_FTTH,MA5800 OH_BOGHIMCOB_I_5800_53000_MARRUECOS_2 / OLT_FTTH / OLT_FTTH_S17245_02,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17245,CL 50 A SUR # 7 - 57,P_2,OPERATING,S17245,53000_MARRUECOS,COLTEL,O_CAMBO,10.37.52.154,OH_BOGHIMCOB_I_5800_53000_Marruecos_2,10.37.52.154 - OH_BOGHIMCOB_I_5800_53000_Marruecos_2,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","50,00",",00","50,00",",00",",00","24,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 3,BOGOTA 3,BOGOTA SUR,BOGOTA,Julio,2026-07-22T00:00:00,2022,,Joan Manuel Mendoza zAlvare,4.557297,-74.121406,Transmisión,12,9,OH_BOGHIMCOB_I_5800,2022-06-01T00:00:00,BOGOTA SUR,BOGOTA,Zona1,S20120
OLT_FTTH_S17245_01,OLT_FTTH,MA5800 OH_BOGHIMCOS_I_5800_53000_MARRUECOS_1 / OLT_FTTH / OLT_FTTH_S17245_01,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17245,CL 50 A SUR # 7 - 57,P_2,OPERATING,S17245,53000_MARRUECOS,COLTEL,O_CAMBO,10.37.52.150,OH_BOGHIMCOS_I_5800_53000_Marruecos_1,10.37.52.150 - OH_BOGHIMCOS_I_5800_53000_Marruecos_1,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","448,00",",00","448,00",",00",",00","222,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 3,BOGOTA 3,BOGOTA SUR,BOGOTA,Mayo,2026-05-22T00:00:00,2022,,Joan Manuel Mendoza zAlvare,4.557297,-74.121406,Transmisión,12,9,OH_BOGHIMCOS_I_5800,2022-04-01T00:00:00,BOGOTA SUR,BOGOTA,Zona1,S17719
OLT_FTTH_S17228_07,OLT_FTTH,MA5800 OH_BOGHIPRSG_I_5800_51000_PROGRESO_7 / OLT_FTTH / OLT_FTTH_S17228_07,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17228,KR 23  #  2B - 02,P_1,OPERATING,S17228,51000_PROGRESO,COLTEL,O_CAMBO,10.37.53.42,OH_BOGHIPRSG_I_5800_51000_Progreso_7,10.37.53.42 - OH_BOGHIPRSG_I_5800_51000_Progreso_7,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","26,00",",00","26,00",",00",",00","6,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 3,BOGOTA 3,BOGOTA SUR,BOGOTA,Junio,2026-06-22T00:00:00,2022,,Joan Manuel Mendoza zAlvare,4.83,-74.26028,Transmisión,G,2,OH_BOGHIPRSG_I_5800,2022-05-01T00:00:00,BOGOTA SUR,BOGOTA,Zona1,S5571
OLT_FTTH_S13168_01,OLT_FTTH,MA5800 OH_BOGHIVRIA_I_5800_VILLAMARIA_23000 / OLT_FTTH / OLT_FTTH_S13168_01,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S13168,KR 107 # 137-30 Villamaria,P_2,OPERATING,S13168,23000_VILLAMARIA,COLTEL,O_CAMBO,10.37.50.46,OH_BOGHIVRIA_I_5800_VillaMaria_23000,10.37.50.46 - OH_BOGHIVRIA_I_5800_VillaMaria_23000,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","4.946,00",",00","6.590,00",",00",",00","4.267,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 1,BOGOTA 1,BOGOTA NORTE,BOGOTA,Enero,ene-22,2022,,Victor Alfonso Meneses Bayona,4.74106,-74.1,Transmisión,3,6A,OH_BOGHIVRIA_I_5800,2022-01-01T00:00:00,BOGOTA NORTE,BOGOTA,Zona1,S18117
OLT_FTTH_S13168_4,OLT_FTTH,MA5800 OH_BOGHIVRID_I_5800_VILLAMARIA_23000_4 / OLT_FTTH / OLT_FTTH_S13168_4,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S13168,KR 107 # 137-30 Villamaria,P_2,OPERATING,S13168,23000_VILLAMARIA,COLTEL,O_CAMBO,10.37.52.14,OH_BOGHIVRID_I_5800_VillaMaria_23000_4,10.37.52.14 - OH_BOGHIVRID_I_5800_VillaMaria_23000_4,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","354,00",",00","727,00",",00",",00","440,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 1,BOGOTA 1,BOGOTA NORTE,BOGOTA,Febrero,2026-02-22T00:00:00,2022,,Victor Alfonso Meneses Bayona,4.74106,-74.1,Transmisión,3,6A,OH_BOGHIVRID_I_5800,2022-01-01T00:00:00,BOGOTA NORTE,BOGOTA,Zona1,S18434
OLT_FTTH_S13168_05,OLT_FTTH,MA5800 OH_BOGHIVRIE_I_5800_VILLAMARIA_23000_5 / OLT_FTTH / OLT_FTTH_S13168_05,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S13168,KR 107 # 137-30 Villamaria,P_2,OPERATING,S13168,23000_VILLAMARIA,COLTEL,O_CAMBO,10.37.52.18,OH_BOGHIVRIE_I_5800_VillaMaria_23000_5,10.37.52.18 - OH_BOGHIVRIE_I_5800_VillaMaria_23000_5,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","4.334,00",",00","11,00",",00",",00","7,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 1,BOGOTA 1,BOGOTA NORTE,BOGOTA,Marzo,2026-03-22T00:00:00,2022,,Victor Alfonso Meneses Bayona,4.74106,-74.1,Transmisión,3,12B,OH_BOGHIVRIE_I_5800,2022-02-01T00:00:00,BOGOTA NORTE,BOGOTA,Zona1,S776
OLT_FTTH_S13168_06,OLT_FTTH,MA5800 OH_BOGHIVRIF_I_5800_VILLAMARIA_23000_6 / OLT_FTTH / OLT_FTTH_S13168_06,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S13168,KR 107 # 137-30 Villamaria,P_2,OPERATING,S13168,23000_VILLAMARIA,COLTEL,O_CAMBO,10.37.52.22,OH_BOGHIVRIF_I_5800_VillaMaria_23000_6,10.37.52.22 - OH_BOGHIVRIF_I_5800_VillaMaria_23000_6,BOGOTA,BOGOTA,D11,"BOGOTA, D.C.",M11001,"BOGOTA, D.C.",11001000,"BOGOTA, D.C.","942,00",",00","1,00",",00",",00",",00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BOGOTA 1,BOGOTA 1,BOGOTA NORTE,BOGOTA,Abril,abr-22,2022,,Victor Alfonso Meneses Bayona,4.74106,-74.1,Transmisión,3,12B,OH_BOGHIVRIF_I_5800,2022-03-01T00:00:00,BOGOTA NORTE,BOGOTA,Zona1,S776
OLT_FTTH_S29529_01,OLT_FTTH,ISAM7360 OH_BOLALBTAL_I_7360_CARTAGENA_BKRISTAL1 / OLT_FTTH / OLT_FTTH_S29529_01,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S29529,KM 12 anillo vial,D_2,OPERATING,S29529,CARTAGENA_BAHIA_KRISTAL,COLTEL,O_CAMBA,10.37.65.54,OH_BOLALBTAL_I_7360_Cartagena_BKristal1,10.37.65.54 - OH_BOLALBTAL_I_7360_Cartagena_BKristal1,CARIBE,CARIBE,D13,BOLIVAR,M13001,CARTAGENA,13001000,CARTAGENA DE INDIAS,"1,00",",00","1,00",",00",",00",",00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,CARTAGENA,BOLIVAR (CARTAGENA/TURBACO),CARIBE,CARIBE,Febrero,2026-02-24T00:00:00,2024,,Roy Ivan Ruiz Coneo,10.534889,-75.459741,,,,OH_BOLALBTAL_I_7360,2024-01-01T00:00:00,CARIBE SUR,CARIBE,Zona1,S10102
OLT_FTTH_S17725_06,OLT_FTTH,ISAM7360 OH_BOLALCDEF_I_7360_CARTAGENA_BADEL_6 / OLT_FTTH / OLT_FTTH_S17725_06,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S17725,TR .54     31 A - 151,P_2,OPERATING,S17725,CARTAGENA_BADEL,COLTEL,O_CAMBA,10.37.53.142,OH_BOLALCDEF_I_7360_Cartagena_Badel_6,10.37.53.142 - OH_BOLALCDEF_I_7360_Cartagena_Badel_6,CARIBE,CARIBE,D13,BOLIVAR,M13001,CARTAGENA,13001000,CARTAGENA DE INDIAS,"117,00",",00","117,00",",00",",00","30,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,CARTAGENA,BOLIVAR (CARTAGENA/TURBACO),CARIBE,CARIBE,Septiembre,2026-09-22T00:00:00,2022,,Roy Ivan Ruiz Coneo,10.38583,-75.44528,Transmisión,4,10,OH_BOLALCDEF_I_7360,2022-08-01T00:00:00,CARIBE SUR,CARIBE,Zona1,S15733
